,clusters-labels,full-names,gender,global-frequency,distribution_rank,concentration_rank
Angus ,[4],"['Angus Place,']",male,1,1,1
Ansel ,[2],"['Ansel Road,']",male,1,1,1
Anselm Terrace,[4],"['Anselm Terrace,']",male,1,1,1
Anson ,[1],"['Anson Street,']",male,1,1,1
"Anthony ""Rip"" Valenti Way",[3],"['Anthony ""Rip"" Valenti Way']",male,1,1,1
Anthony J. Grieco Terrace,[3],"['Anthony J. Grieco Terrace,']",male,1,1,1
Antrim ,[3],"['Antrim Street,']",male,1,1,1
Antwerp ,[4],"['Antwerp Street,']",male,1,1,1
Appian Way,[4],['Appian Way'],male,1,1,1
Arborcrest Terrace,[0],"['Arborcrest Terrace,']",male,1,1,1
Arborfield ,[0],"['Arborfield Road,']",male,1,1,1
Arborview ,[1],"['Arborview Road,']",male,1,1,1
Arborway Terrace,[1],"['Arborway Terrace,']",male,1,1,1
Arch ,[3],"['Arch Street,']",male,1,1,1
Archdale ,[0],"['Archdale Road,']",male,1,1,1
Archway ,[3],"['Archway Street,']",male,1,1,1
Ardale ,[0],"['Ardale Street,']",male,1,1,1
Ardee ,[3],"['Ardee Street,']",male,1,1,1
Arden ,[4],"['Arden Street,']",male,1,1,1
Ardent ,[0],"['Ardent Street,']",male,1,1,1
Ardmore ,[0],"['Ardmore Road,']",male,1,1,1
Argus ,[4],"['Argus Place,']",male,1,1,1
Argyle ,[2],"['Argyle Street,']",male,1,1,1
Argyle Terrace,[2],"['Argyle Terrace,']",male,1,1,1
Arion ,[2],"['Arion Street,']",male,1,1,1
Arlington Court,[4],"['Arlington Court,']",male,1,1,1
Armington ,[4],"['Armington Street,']",male,1,1,1
Armory ,[3],"['Armory Street,']",male,1,1,1
Armstrong ,[1],"['Armstrong Street,']",male,1,1,1
Arnold ,[0],"['Arnold Place,']",male,1,1,1
Arrow ,[3],"['Arrow Street,']",male,1,1,1
Arthur ,[4],"['Arthur Street,']",male,1,1,1
Arundel ,[1],"['Arundel Street,']",male,1,1,1
Arvale ,[1],"['Arvale Road,']",male,1,1,1
Ascot ,[4],"['Ascot Street,']",male,1,1,1
Ash ,[3],"['Ash Street,']",male,1,1,1
Ashburton ,[3],"['Ashburton Place,']",male,1,1,1
Ashfield ,[0],"['Ashfield Street,']",male,1,1,1
Ashford ,[4],"['Ashford Street,']",male,1,1,1
Ashford Court,[4],"['Ashford Court,']",male,1,1,1
Ashford Terrace,[4],"['Ashford Terrace,']",male,1,1,1
Ashmont Court,[2],"['Ashmont Court,']",male,1,1,1
Ashton ,[2],"['Ashton Street,']",male,1,1,1
Aspinwall ,[2],"['Aspinwall Road,']",male,1,1,1
Athens ,[3],"['Athens Street,']",male,1,1,1
Athol ,[4],"['Athol Street,']",male,1,1,1
Atkins ,[4],"['Atkins Street,']",male,1,1,1
Atkinson ,[1],"['Atkinson Street,']",male,1,1,1
Atwill ,[0],"['Atwill Road,']",male,1,1,1
Atwood ,[1],"['Atwood Square,']",male,1,1,1
Au Bon Pain Way,[3],"['Au Bon Pain Way,']",male,1,1,1
Auckland ,[2],"['Auckland Street,']",male,1,1,1
Augustus ,[0],"['Augustus Avenue,']",male,1,1,1
Averton ,[0],"['Averton Street,']",male,1,1,1
Avondale ,[2],"['Avondale Street,']",male,1,1,1
Ayles ,[0],"['Ayles Road,']",male,1,1,1
Babcock ,[1],"['Babcock Street,']",male,1,1,1
Baird ,[2],"['Baird Street,']",male,1,1,1
Baker Court,[2],"['Baker Court,']",male,1,1,1
Baker's ,[3],"[""Baker's Alley,""]",male,1,1,1
Balfour ,[2],"['Balfour Street,']",male,1,1,1
Ballard ,[1],"['Ballard Street,']",male,1,1,1
Ballard Way,[1],['Ballard Way'],male,1,1,1
Balmoral Park,[3],['Balmoral Park'],male,1,1,1
Bancroft ,[1],"['Bancroft Street,']",male,1,1,1
Banfield ,[0],"['Banfield Avenue,']",male,1,1,1
Banks ,[0],"['Banks Street,']",male,1,1,1
Banton ,[2],"['Banton Street,']",male,1,1,1
Bantry Way,[3],['Bantry Way'],male,1,1,1
Barclay ,[0],"['Barclay Road,']",male,1,1,1
Bard ,[1],"['Bard Avenue,']",male,1,1,1
Bardwell ,[1],"['Bardwell Street,']",male,1,1,1
Barker ,[4],"['Barker Street,']",male,1,1,1
Barlow ,[1],"['Barlow Street,']",male,1,1,1
Barna ,[2],"['Barna Road,']",male,1,1,1
Barrett ,[3],"['Barrett Avenue,']",male,1,1,1
Barrington ,[2],"['Barrington Road,']",male,1,1,1
Barrows ,[4],"['Barrows Street,']",male,1,1,1
Bartlett Station Drive,[1],"['Bartlett Station Drive,']",male,1,1,1
Basile ,[0],"['Basile Street,']",male,1,1,1
Basto Terrace,[0],"['Basto Terrace,']",male,1,1,1
Batchelder ,"[1, 2]","['Batchelder Street,', 'Batchelder Street,']",male,1,2,1
Battery ,[3],"['Battery Street,']",male,1,1,1
Battery Wharf,[3],['Battery Wharf'],male,1,1,1
Batterymarch ,[3],"['Batterymarch Street,']",male,1,1,1
Baxter ,[3],"['Baxter Street,']",male,1,1,1
Bayard ,[4],"['Bayard Street,']",male,1,1,1
Bayswater ,[3],"['Bayswater Street,']",male,1,1,1
Beach Point ,[2],"['Beach Point Place,']",male,1,1,1
Beachview ,[3],"['Beachview Road,']",male,1,1,1
Beal ,[0],"['Beal Place,']",male,1,1,1
Beale ,[2],"['Beale Street,']",male,1,1,1
Beaufield ,[2],"['Beaufield Street,']",male,1,1,1
Beauford Lane,[2],"['Beauford Lane,']",male,1,1,1
Beaufort ,[1],"['Beaufort Road,']",male,1,1,1
Beaumont ,[2],"['Beaumont Street,']",male,1,1,1
Beck ,[3],"['Beck Street,']",male,1,1,1
Becket ,[2],"['Becket Street,']",male,1,1,1
Beckwith ,[2],"['Beckwith Street,']",male,1,1,1
Bedford ,[3],"['Bedford Street,']",male,1,1,1
Beecher ,[1],"['Beecher Street,']",male,1,1,1
Beechmont ,[0],"['Beechmont Street,']",male,1,1,1
Beethoven ,[1],"['Beethoven Street,']",male,1,1,1
Belfort ,[2],"['Belfort Street,']",male,1,1,1
Belton ,[2],"['Belton Street,']",male,1,1,1
Belvidere ,[1],"['Belvidere Street,']",male,1,1,1
Bennett ,[4],"['Bennett Street,']",male,1,1,1
Bennington ,[3],"['Bennington Street,']",male,1,1,1
Benson ,[4],"['Benson Street,']",male,1,1,1
Bentham ,[2],"['Bentham Road,']",male,1,1,1
Bentley ,[4],"['Bentley Street,']",male,1,1,1
Benton ,[1],"['Benton Street,']",male,1,1,1
Bernard ,[2],"['Bernard Street,']",male,1,1,1
Berry ,[2],"['Berry Street,']",male,1,1,1
Bertram ,[4],"['Bertram Street,']",male,1,1,1
Berwick ,[0],"['Berwick Street,']",male,1,1,1
Bigelow ,[4],"['Bigelow Street,']",male,1,1,1
Bigelow Circle,[4],"['Bigelow Circle,']",male,1,1,1
Billings ,[0],"['Billings Street,']",male,1,1,1
Billings Lane,[1],"['Billings Lane,']",male,1,1,1
Bilodeau ,[1],"['Bilodeau Road,']",male,1,1,1
Biltmore ,[1],"['Biltmore Street,']",male,1,1,1
Binford ,[3],"['Binford Street,']",male,1,1,1
Birchland ,[0],"['Birchland Avenue,']",male,1,1,1
Birchland Terrace,[0],"['Birchland Terrace,']",male,1,1,1
Birchwood ,[0],"['Birchwood Street,']",male,1,1,1
Biscoe ,[3],"['Biscoe Place,']",male,1,1,1
Bishop ,[1],"['Bishop Street,']",male,1,1,1
Bishop Joe L. Smith Way,[1],"['Bishop Joe L. Smith Way,']",male,1,1,1
Bispham ,[2],"['Bispham Street,']",male,1,1,1
Blaban ,[3],"['Blaban Place,']",male,1,1,1
Black Falcon ,[3],"['Black Falcon Avenue,']",male,1,1,1
Blackfan ,[1],"['Blackfan Street,']",male,1,1,1
Blackinton ,[3],"['Blackinton Street,']",male,1,1,1
Blagden ,[3],"['Blagden Street,']",male,1,1,1
Blaine ,[4],"['Blaine Street,']",male,1,1,1
Blake ,[0],"['Blake Street,']",male,1,1,1
Blakemore ,[0],"['Blakemore Street,']",male,1,1,1
Blakeville ,[1],"['Blakeville Street,']",male,1,1,1
Blanchard ,[1],"['Blanchard Street,']",male,1,1,1
Blenford ,[4],"['Blenford Road,']",male,1,1,1
Bloomington ,[2],"['Bloomington Street,']",male,1,1,1
Blue Hills Parkway,[0],"['Blue Hills Parkway,']",male,1,1,1
Blue Jay Circle,[2],"['Blue Jay Circle,']",male,1,1,1
Blue Ledge Drive,[0],"['Blue Ledge Drive,']",male,1,1,1
Blue Ledge Terrace,[0],"['Blue Ledge Terrace,']",male,1,1,1
Blue Star Memorial ,[0],"['Blue Star Memorial Highway,']",male,1,1,1
Blueview ,[0],"['Blueview Road,']",male,1,1,1
Board ,[3],"['Board Alley,']",male,1,1,1
Boardman ,[3],"['Boardman Street,']",male,1,1,1
Bobolink ,[0],"['Bobolink Street,']",male,1,1,1
Bodwell ,[2],"['Bodwell Street,']",male,1,1,1
Bogandale ,[0],"['Bogandale Road,']",male,1,1,1
Bond ,[1],"['Bond Street,']",male,1,1,1
Bond Drive,[3],"['Bond Drive,']",male,1,1,1
Border ,[3],"['Border Street,']",male,1,1,1
Boston ,"[2, 3]","['Boston Street,', 'Boston Street,']",male,1,2,1
Boston Fish Pier,[3],['Boston Fish Pier'],male,1,1,1
Boston University Bridge,[1],"['Boston University Bridge,']",male,1,1,1
Boston Wharf ,[3],"['Boston Wharf Road,']",male,1,1,1
Bostonia ,[4],"['Bostonia Avenue,']",male,1,1,1
Boswell Lane,[3],"['Boswell Lane,']",male,1,1,1
Bosworth ,[3],"['Bosworth Street,']",male,1,1,1
Bothwell ,[4],"['Bothwell Road,']",male,1,1,1
Bourne ,[1],"['Bourne Street,']",male,1,1,1
Boutwell ,[2],"['Boutwell Street,']",male,1,1,1
Bow ,[0],"['Bow Street,']",male,1,1,1
Bowen ,[3],"['Bowen Street,']",male,1,1,1
Bower ,[1],"['Bower Street,']",male,1,1,1
Bowman ,[2],"['Bowman Street,']",male,1,1,1
Boyd ,[2],"['Boyd Street,']",male,1,1,1
Boyden ,[2],"['Boyden Street,']",male,1,1,1
Boyle ,[3],"['Boyle Street,']",male,1,1,1
Boynton ,[1],"['Boynton Street,']",male,1,1,1
Bradbury ,[4],"['Bradbury Street,']",male,1,1,1
Bradeen ,[0],"['Bradeen Street,']",male,1,1,1
Bradfield ,[0],"['Bradfield Avenue,']",male,1,1,1
Bradford Circle,[0],"['Bradford Circle,']",male,1,1,1
Bradlee Court,[0],"['Bradlee Court,']",male,1,1,1
Bradlee Lane,[0],"['Bradlee Lane,']",male,1,1,1
Bradshaw ,[1],"['Bradshaw Street,']",male,1,1,1
Bradston ,[1],"['Bradston Street,']",male,1,1,1
Bradstreet ,[0],"['Bradstreet Avenue,']",male,1,1,1
Bradwood ,[0],"['Bradwood Street,']",male,1,1,1
Braewood ,[0],"['Braewood Street,']",male,1,1,1
Bragdon ,[1],"['Bragdon Street,']",male,1,1,1
Brahms ,[0],"['Brahms Street,']",male,1,1,1
Brainard ,[0],"['Brainard Street,']",male,1,1,1
Brainerd ,[4],"['Brainerd Road,']",male,1,1,1
Braintree ,[4],"['Braintree Street,']",male,1,1,1
Branch ,[3],"['Branch Street,']",male,1,1,1
Branchfield ,[2],"['Branchfield Street,']",male,1,1,1
Brannon-Harris Way,[1],['Brannon-Harris Way'],male,1,1,1
Branton ,[2],"['Branton Street,']",male,1,1,1
Braves Field Way,[1],['Braves Field Way'],male,1,1,1
Bray ,[1],"['Bray Street,']",male,1,1,1
Brayton ,[4],"['Brayton Road,']",male,1,1,1
Breck ,[4],"['Breck Avenue,']",male,1,1,1
Brent ,[2],"['Brent Street,']",male,1,1,1
Brenton ,[1],"['Brenton Street,']",male,1,1,1
Brentwood ,[4],"['Brentwood Street,']",male,1,1,1
Brewer ,[1],"['Brewer Street,']",male,1,1,1
Brewster ,[3],"['Brewster Street,']",male,1,1,1
Brier ,[0],"['Brier Road,']",male,1,1,1
Briggs ,[1],"['Briggs Place,']",male,1,1,1
Brigham ,[3],"['Brigham Street,']",male,1,1,1
Brinton ,[1],"['Brinton Street,']",male,1,1,1
Brock ,[4],"['Brock Street,']",male,1,1,1
Brockton ,[0],"['Brockton Street,']",male,1,1,1
Bromley ,[1],"['Bromley Street,']",male,1,1,1
Bronx ,[0],"['Bronx Road,']",male,1,1,1
Brookfield ,[0],"['Brookfield Street,']",male,1,1,1
Brooksdale ,[4],"['Brooksdale Road,']",male,1,1,1
Brookside ,[1],"['Brookside Avenue,']",male,1,1,1
Brookstone ,[0],"['Brookstone Street,']",male,1,1,1
Brown ,[0],"['Brown Avenue,']",male,1,1,1
Brown Terrace,[1],"['Brown Terrace,']",male,1,1,1
Browning ,[2],"['Browning Avenue,']",male,1,1,1
Bruce ,[2],"['Bruce Street,']",male,1,1,1
Brucewood ,[0],"['Brucewood Street,']",male,1,1,1
Brush Hill Terrace,[0],"['Brush Hill Terrace,']",male,1,1,1
Bryant ,[0],"['Bryant Road,']",male,1,1,1
Buchanan ,[0],"['Buchanan Road,']",male,1,1,1
Buckley ,[1],"['Buckley Avenue,']",male,1,1,1
Bucknam ,[1],"['Bucknam Street,']",male,1,1,1
Buick ,[1],"['Buick Street,']",male,1,1,1
Bulfinch ,[3],"['Bulfinch Place,']",male,1,1,1
Bullard ,[1],"['Bullard Street,']",male,1,1,1
Bumstead Court,[3],"['Bumstead Court,']",male,1,1,1
Bunker ,[0],"['Bunker Street,']",male,1,1,1
Bunker Hill ,[3],"['Bunker Hill Street,']",male,1,1,1
Bunker Hill Court,[3],"['Bunker Hill Court,']",male,1,1,1
Bunker Hill Industrial Park,[3],['Bunker Hill Industrial Park'],male,1,1,1
Burard ,[0],"['Burard Street,']",male,1,1,1
Burgess ,[2],"['Burgess Street,']",male,1,1,1
Burke's Court,[3],"[""Burke's Court,""]",male,1,1,1
Burley ,[0],"['Burley Street,']",male,1,1,1
Burlington ,[1],"['Burlington Avenue,']",male,1,1,1
Burnett ,[1],"['Burnett Street,']",male,1,1,1
Burney ,[1],"['Burney Street,']",male,1,1,1
Burnham ,[3],"['Burnham Place,']",male,1,1,1
Burr ,[1],"['Burr Street,']",male,1,1,1
Burrell ,[1],"['Burrell Street,']",male,1,1,1
Burrill ,[3],"['Burrill Place,']",male,1,1,1
Burrwood ,[0],"['Burrwood Road,']",male,1,1,1
Burt ,[2],"['Burt Street,']",male,1,1,1
Burwell ,[0],"['Burwell Road,']",male,1,1,1
Buswell ,[1],"['Buswell Street,']",male,1,1,1
Butler  Walkway,[2],['Butler Street Walkway'],male,1,1,1
Butler Row,[3],['Butler Row'],male,1,1,1
Buttonwood ,[2],"['Buttonwood Street,']",male,1,1,1
Buttonwood Court,[2],"['Buttonwood Court,']",male,1,1,1
Bynner ,[1],"['Bynner Street,']",male,1,1,1
Byrd ,[0],"['Byrd Avenue,']",male,1,1,1
Cabot ,[1],"['Cabot Street,']",male,1,1,1
Calder ,[2],"['Calder Street,']",male,1,1,1
Caldwell ,[3],"['Caldwell Street,']",male,1,1,1
Caledonian ,[0],"['Caledonian Avenue,']",male,1,1,1
Camden ,[1],"['Camden Street,']",male,1,1,1
Cameron ,[2],"['Cameron Street,']",male,1,1,1
Camp ,[0],"['Camp Road,']",male,1,1,1
Canaan ,[0],"['Canaan Street,']",male,1,1,1
Canal ,[3],"['Canal Street,']",male,1,1,1
Capital ,[0],"['Capital Street,']",male,1,1,1
Carleton ,[3],"['Carleton Street,']",male,1,1,1
Carlford ,[1],"['Carlford Road,']",male,1,1,1
Carlisle ,[1],"['Carlisle Street,']",male,1,1,1
Carlos ,[2],"['Carlos Street,']",male,1,1,1
Carlson ,[0],"['Carlson Road,']",male,1,1,1
Carlson Circle,[0],"['Carlson Circle,']",male,1,1,1
Carney Court,[3],"['Carney Court,']",male,1,1,1
Carpenter ,[3],"['Carpenter Street,']",male,1,1,1
Carroll ,[0],"['Carroll Street,']",male,1,1,1
Carrolton ,[0],"['Carrolton Road,']",male,1,1,1
Carson ,[2],"['Carson Street,']",male,1,1,1
Carter ,[3],"['Carter Street,']",male,1,1,1
Carver ,[3],"['Carver Street,']",male,1,1,1
Caspar ,[0],"['Caspar Street,']",male,1,1,1
Caspian Way,[2],['Caspian Way'],male,1,1,1
Cass ,[0],"['Cass Street,']",male,1,1,1
Castle Rock ,[2],"['Castle Rock Street,']",male,1,1,1
Castleton ,[1],"['Castleton Street,']",male,1,1,1
Caton ,[0],"['Caton Street,']",male,1,1,1
Cawfield ,[2],"['Cawfield Street,']",male,1,1,1
Cedarcrest ,[0],"['Cedarcrest Road,']",male,1,1,1
Cedarcrest Lane,[0],"['Cedarcrest Lane,']",male,1,1,1
Cedarcrest Terrace,[0],"['Cedarcrest Terrace,']",male,1,1,1
Cedarwood ,[1],"['Cedarwood Road,']",male,1,1,1
Cedric ,[1],"['Cedric Street,']",male,1,1,1
Cedrus ,[0],"['Cedrus Avenue,']",male,1,1,1
Central Wharf,[3],['Central Wharf'],male,1,1,1
Cerdan ,[0],"['Cerdan Avenue,']",male,1,1,1
Ceylon ,[2],"['Ceylon Street,']",male,1,1,1
Chamberlain ,[2],"['Chamberlain Street,']",male,1,1,1
Champlain Circle,[2],"['Champlain Circle,']",male,1,1,1
Chandler ,[3],"['Chandler Street,']",male,1,1,1
Chapin ,[0],"['Chapin Avenue,']",male,1,1,1
Chapman ,[3],"['Chapman Place,']",male,1,1,1
Chappie ,[3],"['Chappie Street,']",male,1,1,1
Charlemont ,[2],"['Charlemont Street,']",male,1,1,1
Charles  ,[3],"['Charles Street Place,']",male,1,1,1
Charles  Footway,[2],"['Charles Street Footway,']",male,1,1,1
Charles  South,[3],['Charles Street South'],male,1,1,1
Charles Circle,[3],"['Charles Circle,']",male,1,1,1
Charles Ernest Andrews Footbridge,[3],"['Charles Ernest Andrews Footbridge,']",male,1,1,1
Charles River Dam,[3],['Charles River Dam'],male,1,1,1
Charlesbank ,[3],"['Charlesbank Road,']",male,1,1,1
Charlesgate,[1],['Charlesgate'],male,1,1,1
Charlesview ,[4],"['Charlesview Street,']",male,1,1,1
Charter ,[3],"['Charter Street,']",male,1,1,1
Chase ,[2],"['Chase Street,']",male,1,1,1
Chatham ,[3],"['Chatham Street,']",male,1,1,1
Chatham Row,[3],['Chatham Row'],male,1,1,1
Chaucer ,[3],"['Chaucer Street,']",male,1,1,1
Chauncy ,[3],"['Chauncy Street,']",male,1,1,1
Chellman ,[0],"['Chellman Street,']",male,1,1,1
Cheriton ,[0],"['Cheriton Road,']",male,1,1,1
Chesterfield ,[0],"['Chesterfield Street,']",male,1,1,1
Chesterton ,[1],"['Chesterton Street,']",male,1,1,1
Chestnut Hill ,[4],"['Chestnut Hill Avenue,']",male,1,1,1
Chestnut Hill Driveway,[4],['Chestnut Hill Driveway'],male,1,1,1
Cheverus ,[2],"['Cheverus Road,']",male,1,1,1
Chilcott ,[1],"['Chilcott Place,']",male,1,1,1
Chilton ,[0],"['Chilton Road,']",male,1,1,1
Chisholm ,[0],"['Chisholm Road,']",male,1,1,1
Chisholm Lane,[0],"['Chisholm Lane,']",male,1,1,1
Chisholm Terrace,[0],"['Chisholm Terrace,']",male,1,1,1
Chiswick ,[4],"['Chiswick Road,']",male,1,1,1
Chittick ,[0],"['Chittick Road,']",male,1,1,1
Choice Way,[1],"['Choice Way,']",male,1,1,1
Chopin Plaza,[1],"['Chopin Plaza,']",male,1,1,1
Christopher ,[2],"['Christopher Street,']",male,1,1,1
Church Court,[3],"['Church Court,']",male,1,1,1
Church Green,[3],"['Church Green,']",male,1,1,1
Churchill ,[0],"['Churchill Road,']",male,1,1,1
City ,[3],"['City Square,']",male,1,1,1
City Hall ,[3],"['City Hall Avenue,']",male,1,1,1
City Point Court,[3],"['City Point Court,']",male,1,1,1
Clancy ,[2],"['Clancy Road,']",male,1,1,1
Claremont ,[1],"['Claremont Street,']",male,1,1,1
Clarence ,[1],"['Clarence Street,']",male,1,1,1
Clark ,[3],"['Clark Street,']",male,1,1,1
Clarkson ,[2],"['Clarkson Street,']",male,1,1,1
Claron ,[0],"['Claron Street,']",male,1,1,1
Claxton ,[0],"['Claxton Street,']",male,1,1,1
Clay ,[0],"['Clay Street,']",male,1,1,1
Claybourne ,[2],"['Claybourne Street,']",male,1,1,1
Claymoss ,[4],"['Claymoss Road,']",male,1,1,1
Clearwater Drive,[0],"['Clearwater Drive,']",male,1,1,1
Cleary ,[0],"['Cleary Square,']",male,1,1,1
Cleaves ,[1],"['Cleaves Street,']",male,1,1,1
Clement ,[0],"['Clement Avenue,']",male,1,1,1
Clermont ,[2],"['Clermont Street,']",male,1,1,1
Cleveland Park,[1],['Cleveland Park'],male,1,1,1
Clevemont ,[4],"['Clevemont Avenue,']",male,1,1,1
Cliffmont ,[0],"['Cliffmont Street,']",male,1,1,1
Clifton ,[1],"['Clifton Street,']",male,1,1,1
Cliftondale ,[0],"['Cliftondale Street,']",male,1,1,1
Clipper Ship Lane,[3],"['Clipper Ship Lane,']",male,1,1,1
Clive ,[1],"['Clive Street,']",male,1,1,1
Coffey ,[2],"['Coffey Street,']",male,1,1,1
Colberg ,[0],"['Colberg Avenue,']",male,1,1,1
Colbert ,[0],"['Colbert Street,']",male,1,1,1
Colborne ,[4],"['Colborne Road,']",male,1,1,1
Colburn ,[1],"['Colburn Street,']",male,1,1,1
Colby ,[0],"['Colby Road,']",male,1,1,1
Colchester ,[0],"['Colchester Street,']",male,1,1,1
Coleman ,[2],"['Coleman Street,']",male,1,1,1
Coleridge ,[3],"['Coleridge Street,']",male,1,1,1
Coleus Park,[1],['Coleus Park'],male,1,1,1
Colgate ,[0],"['Colgate Road,']",male,1,1,1
Collins ,[0],"['Collins Street,']",male,1,1,1
Colonel Michael J. McDonough Way,[3],['Colonel Michael J. McDonough Way'],male,1,1,1
Colonial ,[2],"['Colonial Avenue,']",male,1,1,1
Colorado ,[0],"['Colorado Street,']",male,1,1,1
Colwell ,[4],"['Colwell Avenue,']",male,1,1,1
Commercial ,[3],"['Commercial Street,']",male,1,1,1
Commercial Wharf East,[3],['Commercial Wharf East'],male,1,1,1
Commercial Wharf West,[3],['Commercial Wharf West'],male,1,1,1
Commodore Terrace,[0],"['Commodore Terrace,']",male,1,1,1
Commodore Winslow ,[1],"['Commodore Winslow Square,']",male,1,1,1
Condor ,[3],"['Condor Street,']",male,1,1,1
Coniston ,[0],"['Coniston Road,']",male,1,1,1
Conley ,[2],"['Conley Street,']",male,1,1,1
Conrad ,[2],"['Conrad Street,']",male,1,1,1
Converse ,[4],"['Converse Street,']",male,1,1,1
Conway ,[0],"['Conway Street,']",male,1,1,1
Cook ,[3],"['Cook Street,']",male,1,1,1
Cook  Court,[3],"['Cook Street Court,']",male,1,1,1
Cooper ,[3],"['Cooper Street,']",male,1,1,1
Corbet ,[2],"['Corbet Street,']",male,1,1,1
Corcoran Drive,[0],"['Corcoran Drive,']",male,1,1,1
Cordis ,[3],"['Cordis Street,']",male,1,1,1
Cordis  ,[3],"['Cordis Street Avenue,']",male,1,1,1
Corey Terrace,[0],"['Corey Terrace,']",male,1,1,1
Corman ,[0],"['Corman Road,']",male,1,1,1
Cornauba ,[0],"['Cornauba Street,']",male,1,1,1
Cornell ,[0],"['Cornell Street,']",male,1,1,1
Coronado ,[0],"['Coronado Road,']",male,1,1,1
Cortes ,[3],"['Cortes Street,']",male,1,1,1
Corwin ,[2],"['Corwin Street,']",male,1,1,1
Cotton ,[0],"['Cotton Street,']",male,1,1,1
Cottrell ,[2],"['Cottrell Street,']",male,1,1,1
Courtland ,[0],"['Courtland Road,']",male,1,1,1
Coventry ,[1],"['Coventry Street,']",male,1,1,1
Covington ,[3],"['Covington Street,']",male,1,1,1
Cowan ,[0],"['Cowan Avenue,']",male,1,1,1
Crab ,[3],"['Crab Alley,']",male,1,1,1
Craft ,[1],"['Craft Place,']",male,1,1,1
Craftsman ,[4],"['Craftsman Street,']",male,1,1,1
Craftson Way,[1],['Craftson Way'],male,1,1,1
Crandall ,[0],"['Crandall Street,']",male,1,1,1
Crane ,[0],"['Crane Street,']",male,1,1,1
Cranmore ,[0],"['Cranmore Road,']",male,1,1,1
Cranston ,[1],"['Cranston Street,']",male,1,1,1
Creek ,[3],"['Creek Square,']",male,1,1,1
Creighton ,[1],"['Creighton Street,']",male,1,1,1
Crest ,[0],"['Crest Street,']",male,1,1,1
Creston ,[1],"['Creston Street,']",male,1,1,1
Crestview ,[0],"['Crestview Road,']",male,1,1,1
Crispus Attucks ,[1],"['Crispus Attucks Place,']",male,1,1,1
Crockett ,[2],"['Crockett Avenue,']",male,1,1,1
Croftland ,[2],"['Croftland Avenue,']",male,1,1,1
Cromwell ,[0],"['Cromwell Road,']",male,1,1,1
Crosby ,[1],"['Crosby Square,']",male,1,1,1
Crossland ,[4],"['Crossland Place,']",male,1,1,1
Crowell ,[2],"['Crowell Street,']",male,1,1,1
Crowley-Rogers Way,[3],['Crowley-Rogers Way'],male,1,1,1
Crown ,[0],"['Crown Street,']",male,1,1,1
Crown Path,[2],['Crown Path'],male,1,1,1
Crown Point Drive,[0],"['Crown Point Drive,']",male,1,1,1
Croydon ,[0],"['Croydon Street,']",male,1,1,1
Culbert ,[0],"['Culbert Street,']",male,1,1,1
Cumberland ,[1],"['Cumberland Street,']",male,1,1,1
Cunard ,[1],"['Cunard Street,']",male,1,1,1
Cunard Way,[3],"['Cunard Way,']",male,1,1,1
Curlew ,[0],"['Curlew Street,']",male,1,1,1
Curley ,[0],"['Curley Street,']",male,1,1,1
Currier ,[0],"['Currier Street,']",male,1,1,1
Curtis ,[3],"['Curtis Street,']",male,1,1,1
Custer ,[1],"['Custer Street,']",male,1,1,1
Custom House ,[3],"['Custom House Street,']",male,1,1,1
Cuthbert ,[0],"['Cuthbert Road,']",male,1,1,1
Cutler Court,[3],"['Cutler Court,']",male,1,1,1
Cutter ,[0],"['Cutter Road,']",male,1,1,1
Cypher ,[3],"['Cypher Street,']",male,1,1,1
Dade ,[1],"['Dade Street,']",male,1,1,1
Dakota ,[2],"['Dakota Street,']",male,1,1,1
Dakota Terrace,[2],"['Dakota Terrace,']",male,1,1,1
Dalin ,[2],"['Dalin Place,']",male,1,1,1
Dalkeith ,[2],"['Dalkeith Street,']",male,1,1,1
Damon ,[0],"['Damon Place,']",male,1,1,1
Damrell ,[3],"['Damrell Street,']",male,1,1,1
Danby ,[3],"['Danby Street,']",male,1,1,1
Dane ,[1],"['Dane Street,']",male,1,1,1
Danforth ,[1],"['Danforth Street,']",male,1,1,1
Daniel Court,[0],"['Daniel Court,']",male,1,1,1
Daniel Webster ,[3],"['Daniel Webster Square,']",male,1,1,1
Danny ,[0],"['Danny Road,']",male,1,1,1
Danube ,[2],"['Danube Street,']",male,1,1,1
Danville ,[0],"['Danville Street,']",male,1,1,1
Darlington ,[2],"['Darlington Street,']",male,1,1,1
Davenport ,[1],"['Davenport Street,']",male,1,1,1
Davern ,[2],"['Davern Avenue,']",male,1,1,1
David ,[1],"['David Road,']",male,1,1,1
David G. Mugar Way,[3],"['David G. Mugar Way,']",male,1,1,1
David Ortiz Drive,[1],"['David Ortiz Drive,']",male,1,1,1
Davidson ,[2],"['Davidson Avenue,']",male,1,1,1
Davis Court,[3],"['Davis Court,']",male,1,1,1
Davison ,[0],"['Davison Street,']",male,1,1,1
Davitt ,[2],"['Davitt Street,']",male,1,1,1
Dawes ,[2],"['Dawes Street,']",male,1,1,1
Dawes Terrace,[2],"['Dawes Terrace,']",male,1,1,1
Dawson ,[2],"['Dawson Street,']",male,1,1,1
Dayton ,[2],"['Dayton Street,']",male,1,1,1
Deacon ,[1],"['Deacon Street,']",male,1,1,1
Dean ,[2],"['Dean Street,']",male,1,1,1
Dean Way,[3],['Dean Way'],male,1,1,1
